Date,Category,Headline,Text
"December 29, 2019 13:17 IST",national,"CAA is perfectly legal and Constitutional, says Law Minister Ravi Shankar Prasad "," Union Law Minister Ravi Shankar Prasad has clarified that while there was a “possibility” that the National Register for Citizens (NRC) “may take place”, it would only be through a due legal process, with rules for it being defined “through adequate consultation”. "
"December 29, 2019 18:27 IST",national,"Housing satisfaction for CAPF jawans to be enhanced, plan in next Budget: Shah "," The Modi government has decided to enhance housing satisfaction for jawans and officials of central armed police forces (CAPFs) and steps will be taken in the upcoming Budget to allocate funds for this subject, Union Home Minister Amit Shah said on Sunday."
"December 29, 2019 21:40 IST",national,CRPF jawans will get 100 days’ leave: Amit Shah," Home Minister Amit Shah on Sunday said the government would take care of the families of the Central Reserve Police Force (CRPF) personnel while they take care of the borders, adding that health cards for their kin and 100 days off a year for the forces would be implemented by August-September 2020."
"December 29, 2019 22:07 IST",national,"Pakistan to host OIC meet on Kashmir, CAA "," Pakistan will hold a ministerial meeting of the   on Jammu and Kashmir in April 2020, said official media in Islamabad. The development, according to diplomats, is linked to a broader Saudi-Pakistan deal."
"December 29, 2019 22:03 IST",national,"Chief of Defence Staff can serve till 65, says government"," The government has issued a gazette modifying the Service Rules of the Army, Navy and Air Force to enable the appointment of the Chief of Defence Staff (CDS) and fixing the upper age limit at 65. “They shall come into force on the date of their publication in the official gazette,” the gazette says. "
"December 29, 2019 21:44 IST",national,Most CBI fraud cases based on bank complaints," Amid apprehensions of “undue harassment” by the three Cs — the CBI, the Central Vigilance Commission and the Comptroller and Auditor General (CAG), figures show that most of the 90-odd bank fraud cases registered by the CBI this year were based on complaints from lenders."
"December 29, 2019 19:33 IST",national,"UP govt. has crossed all limits, says Priyanka Gandhi on Sadaf Zafar’s arrest "," Taking on the Adityanath government over handling of protests against the amended Citizenship Act, Congress leader Priyanka Gandhi Vadra on Sunday said it has “crossed all limits of inhumanity” and claimed party worker Sadaf Zafar was arrested on “baseless” charges."
"December 29, 2019 22:44 IST",national,Opponents of CAA against Dalits: Nadda ," BJP working president J.P. Nadda said here on Sunday that those opposing the Citizenship (Amendment) Act were “anti-Dalit” as “70-80%” of the beneficiaries of the Act were from the community.  Mr. Nadda said the CAA, passed by Parliament earlier this month, would give citizenship to Sikhs, Hindus, Christians, Jains, Buddhists and Parsis who had fled religious persecution in Bangladesh, Afghanistan and Pakistan till December 31, 2014. "
"December 29, 2019 23:05 IST",national,"3 years on, a mere 30% of Poshan Abhiyaan funds used"," The State governments and the Union Territories utilised a mere 30% of the funds released under the Poshan Abhiyaan, or the National Nutrition Mission, since it was launched in 2017. Barring Mizoram, Lakshadweep, Himachal Pradesh and Bihar, none of the governments used even half of the sum granted in the past three years, according to an analysis of the data shared in Parliament."
"December 29, 2019 22:47 IST",national,"No BJP person will decide if we are citizens or not, says Akhilesh Yadav"," Samajwadi Party president Akhilesh Yadav on Sunday said he would not fill any form to enrol in the National Population Register, saying the BJP “will not decide if we are citizens or not”. “I am a citizen of India. We all are. No BJP person will decide if we are citizens or not. And if the need arises, we will not fill any form,” Mr. Yadav said addressing student leaders of his party at the Samajwadi Party headquarters."
"December 01, 2019 22:43 IST",industry,Should you buy travel insurance in India or U.S.?," Travel insurance is not only important for people visiting a foreign country for studies, a vacation or business trip, but it is equally important for those visiting their family members residing in a foreign land. "
"December 01, 2019 22:46 IST",economy,Is your income from chit funds taxable?," Chit funds are still a preferred investment option for many despite frequent news reports on scams by chit fund companies or its organisers. Despite the wide prevalence of chit funds in India, the tax treatment of income from this instrument is not very clear."
"December 01, 2019 00:49 IST",delhi,"IYC, NSUI protest rising crimes against women"," The Indian Youth Congress (IYC) held a candlelight march here on Saturday to protest the rise in crimes against women in the country. Be it the case of the recent rape and murder of a veterinary doctor in Hyderabad or the gang rape of an eight-year-old girl in Kathua, or the Unnao rape case, the government had failed to provide minimum safety to women in the country, the group said."
"December 01, 2019 14:34 IST",economy,November GST revenue crosses ₹1 lakh crore again ,"  revenue in November came in at ₹1,03,492 crore, crossing the ₹1 lakh crore-mark once again after having dipped below it for three successive months. Average collections in financial year 2019-20 so far stand at ₹1,00,646 crore. The collections in November 2019 are the third-highest monthly collections since the introduction of GST, next only to April 2019 and March 2019 collections."
"December 01, 2019 00:50 IST",delhi,‘Active connivance behind halting appointment of ad hoc teachers’," The Delhi University Principals Association’s (DUPA) move to put on hold the appointment of ad hoc teachers is being undertaken due to the “active connivance of certain influential college principals”, alleged Academic Council member Saikat Ghosh."
"December 01, 2019 00:50 IST",delhi,Minister bats for preserving historic chowk," The historic Bhai Mati Das Chowk should be made an “integral” part of the ongoing Chandni Chowk redevelopment project as per the directions of the Delhi High Court and the Religious Committee of the city government, PWD Minister Satyendar Jain said. "
"December 01, 2019 00:51 IST",delhi,Will bring adjournment motion to discuss illegal colonies: BJP ," The Delhi BJP will bring an adjournment motion in the coming session of the Assembly to discuss the issue of unauthorised colonies in the national capital. The two-day session, which will begin on Monday, is scheduled to see the tabling of two Bills: one for setting up a skill and entrepreneurship university; and another for a sports university."
"December 01, 2019 04:32 IST",delhi,BJP protests over ‘polluted water’ in city, The BJP Delhi Pradesh Yuva Morcha on Saturday staged protests across the city and accused the Aam Aadmi Party government of failing to provide clean drinking water to its citizens. The protests were held at Palika Bazar in Connaught Place; Khan Market; and at South Extension Part-2. It was led by Yuva Morcha chief Sunil Yadav.
"December 01, 2019 00:51 IST",delhi,"Congress accuses BJP, AAP of delaying regularisation", The Delhi Congress on Saturday accused both the Aam Aadmi Party (AAP) government and the BJP-led Centre of deliberately delaying the regularisation and registry of unauthorised colonies in the Capital.
"December 01, 2019 01:28 IST",delhi,Noida police recover 10 out of 34 stolen pedigree puppies ," Ten out of 34 pedigree puppies allegedly stolen from a private veterinary hospital in Noida were recovered on Saturday, the police said.  Phase 3 SHO Devendra Singh Yadav said a police team had rescued these puppies from the house of a pet breeder, Gyanendra Pratap, in Sector 93 on Thursday evening after receiving a complaint from Srishti Rachna Joshi, a board member of Society for the Prevention of Cruelty to Animals (SPCA). "
"December 01, 2019 05:06 IST",delhi,Hyderabad horror prompts Delhi police to reinforce women’s safety ," The Hyderabad gang rape-and-murder incident has brought back chilling reminders of the Nirbhaya case not just for residents but also the Delhi Police, which has issued fresh instructions to all patrolling units to ensure safe transport facilities for women stranded at any location in the city during odd hours."
"December 01, 2019 05:22 IST",delhi,Hyderabad case: woman detained for protesting near Parliament, A 24-year-old woman was detained on Saturday for staging a solitary protest near Parliament in the wake of gang rape and murder of a 27-year-old veterinarian on the outskirts of Hyderabad and other crimes against women.
"December 01, 2019 05:11 IST",delhi,Court restores cheque bounce complaint, A Delhi court has restored a complaint for consideration in a cheque bounce case. A Metropolitan Magistrate court had dismissed the complaint after the complainant failed to appear and record his pre-summoning evidence on three occasions.
"December 01, 2019 10:54 IST",delhi,"Mercury dips in Delhi to single digit, windy day ahead "," Mercury plummeted in the national capital on Sunday as the minimum temperature settled at 9.4 degrees Celsius, one notch below the season’s average.  A blanket of fog had enveloped Delhi on Saturday morning with minimum temperature settling at 12 degrees Celsius."
"December 01, 2019 00:31 IST",other states,"Tremendous response to recruitment drive, say J&K police "," The J&K police on Saturday said its recruitment drive had evoked tremendous response from locals, with 77,641 youth applying for 5,199 posts, even once militancy-infested districts of south Kashmir showing equal enthusiasm."
"December 01, 2019 05:46 IST",delhi,"Don’t ask govts to buy ‘expensive, inefficient’ smog towers: Environmentalists urge SC "," A group of environmentalists have written an open letter to the Supreme Court, urging it not to direct the Centre or the States to spend public money on “expensive” and “inefficient” smog towers, which will “only benefit the manufacturers and sellers”."
"December 01, 2019 01:18 IST",other states,‘No relevance for Shaurya Diwas now’ ," Days before the anniversary of the demolition of the Babri Masjid on December 6, Hindu outfits here on Saturday said they would not observe the day as “Shaurya Diwas” this time in view of the Supreme Court verdicts in the Ayodhya case and urged people to maintain communal harmony."
"December 01, 2019 01:19 IST",other states,U.P. told to pay ₹25 lakh to lawyer’s family, The Allahabad High Court has directed the Uttar Pradesh government to pay a compensation of ₹25 lakh to the family of a young lawyer who died at a government hospital in Prayagraj due to “gross medical negligence” while suffering from dengue.
"December 01, 2019 01:16 IST",other states,"Case diary given by SIT was not complete, claims Chinmayanand "," Former Union Minister Swami Chinmayanand, accused of sexually exploiting a student of a law college run by his trust, told a U.P. court on Saturday that the case diary provided to him was incomplete, prompting the court to order that a complete diary be made available to him."
"December 01, 2019 12:38 IST",other states,MP govt spends over ₹60 lakh in sending delegation to South Korea to replicate good educational practices ,"  The Madhya Pradesh government has spent over ₹60 lakh in sending a delegation comprising officials of the school education department and others to Korea to learn that country’s good schooling practices and replicate them in the State, according to official documents."
"December 01, 2019 01:21 IST",other states,Unorganised workers demand recognition of labour rights ," Unorganised workers from different sectors in Rajasthan, who formed their first-ever union two years ago, have sought recognition of their labour rights for getting minimum wages, social security, monthly ration through public distribution system and implementation of law with the guarantee for 100 days of work in a year to each household."
"December 01, 2019 01:20 IST",other states,Better wages make M.P. tribals shift base ," Riyali Bai finds the 10-hour journey to Surat every year more promising than staying back home. “For six months at least, I’ll be paid the same as my husband, that too for doing much more work,” she sighs, showing her calloused hands. "
"December 01, 2019 01:44 IST",other states,Naveen starts countdown to State investors’ summit," Odisha Chief Minister Naveen Patnaik on Saturday announced the countdown to ‘Make in Odisha Conclave 2020’, and launched the eighth phase of groundbreaking of industrial projects here.  Mr. Patnaik also showcased the new website of Odisha Film Development Corporation, followed by the unveiling of the countdown to the third Make in Odisha Conclave 2020, the State’s flagship biennial global investors' meet. "
"December 01, 2019 15:07 IST",other states,"Militant hideout busted in Baramulla; arms, ammunition seized ","  Security forces have busted a militant hideout in Baramulla district of Jammu and Kashmir and seized a cache of arms, ammunition and other items, including a satellite phone, police said on Sunday.  The hideout was busted in Rafiabad area of Sopore in north Kashmir, a police official said."
"December 01, 2019 14:32 IST",other states,"President, PM wish people on Nagaland Statehood Day ","  President Ram Nath Kovind and Prime Minister Narendra Modi on Sunday greeted the people of Nagaland on its 57th Statehood Day. “Greetings to the people of Nagaland on statehood day. Nagaland offers a unique blend of heritage, culture and natural beauty. My best wishes to all the people of this beautiful state for a bright, prosperous and peaceful future,” the President tweeted."
"December 01, 2019 16:43 IST",other states,"Ayodhya review plea: AIMPLB, Jamiat trying to create atmosphere of division and confrontation, says Mukhtar Abbas Naqvi "," Hitting out at the All India Muslim Personal Law Board and the Jamiat-Ulema-e-Hind for their decision to seek a review of the Ayodhya verdict, Minority Affairs Minister Mukhtar Abbas Naqvi on Sunday said they are trying to create an “atmosphere of division and confrontation” after the matter was settled by the Supreme Court."
"December 01, 2019 17:37 IST",other states,"Maharashtra to ensure 80% quota in private jobs for locals, says Koshyari ", Maharashtra Governor B.S. Koshyari on Sunday said the Maha Vikas Aghadi (MVA) government is concerned over unemployment and it will enact a law to ensure 80% reservation in private sector jobs for the “sons of the soil”.
"December 01, 2019 17:38 IST",other states,Indo-Pak border ‘sensitive’ after the bifurcation of Jammu and Kashmir due to frequent infiltration attempts: BSF DG ," The government’s decision to bifurcate the erstwhile State of Jammu and Kashmir has rendered the Line of Control (LoC) in Kashmir and the international border along Jammu and Punjab “very sensitive” as terrorists are making continuous efforts to infiltrate India, a top BSF officer said on Sunday. "
"December 01, 2019 17:53 IST",other states,‘Gandhiji’ printed in place of ‘gambling’ on test paper in Madhya Pradesh, One of the answers in the Class X preparatory exam paper of the Madhya Pradesh State Education Board (MPSEB) had the word ‘Gandhiji’ printed instead of ’gambling’ in what seems to be a typing mistake.
"December 01, 2019 23:13 IST",other states,Mayawati holds office-bearers meeting to expand BSP’s base ,"  Bahujan Samaj Party supremo Mayawati on Sunday held a meeting of her party’s office-bearers to deliberate on ways and means of expanding the party base.  During the meeting, held at the office of her party’s Uttar Pradesh unit here, Ms. Mayawati also asked her party workers to observe the death anniversary of the architect of the Constitution Babasaheb Bhimrao Ambedkar on a large scale."
"December 01, 2019 22:14 IST",other states,The curious case of 59 Bangladeshis who vanished ," A week after a group of 59 alleged Bangladeshis were brought to Kolkata by the Karnataka police, the whereabouts of the detained persons, including about a dozen children, remains a mystery. The “Bengali- speaking alleged foreigners” were handed over to the Railway Police, under the West Bengal government last Sunday and eventually shifted to a temporary shelter in Howrah district."
"December 01, 2019 22:16 IST",other states,Liquor worth ₹5 lakh seized in Gujarat ," Liquor worth over ₹5 lakh has been seized from an institution founded by Mahatma Gandhi in Gujarat’s Rajkot district, police said on Sunday. Expressing concern over the incident, Chief Minister Vijay Rupani said such activities “tarnish Gandhi’s ideas”."
"December 01, 2019 23:15 IST",other states,"Political motive behind NRC and CAB, says AMUTA", The Aligarh Muslim University Teachers’ Association (AMUTA) has said that the proposal to apply National Register of Citizens (NRC) across the country and the Citizenship Amendment Bill (CAB) are being foisted on society with a “political motive.” 
"December 01, 2019 23:14 IST",other states,Kingpin of fake job racket arrested in Punjab’s Phagwara ," The main accused in a fake job racket, in which 26 young men of Punjab were allegedly duped with 24 of them still stuck in Russia, was arrested here, an officer said on Sunday.  Based on a tip-off, police laid a trap and arrested Surinder Singh, a resident of Kotbhai village in Muktsar, Phagwara Assistant Sub Inspector Gurmukh Singh said."
"December 01, 2019 23:15 IST",other states,67 women and seven children rescued in Indore," The police raided a night club and other establishments of an Indore-based businessman in connection with the infamous Madhya Pradesh honey-trap case, and rescued 67 women and seven children, officers said on Sunday."
"December 01, 2019 23:17 IST",other states,Cold winds sweep northern India," North India was swept by chilly winds on Sunday, with many places in Kashmir, Ladakh and Himachal Pradesh witnessing sub-zero temperatures.   Leh town witnessed the coldest night of the season at minus 13.2 degrees Celsius, while Srinagar recorded a low of minus 0.9 degrees Celsius."
"December 01, 2019 00:19 IST",telangana,HIV reality check for Hyderabad," A project to help people at high risk of HIV to get tested for the presence of the virus would be launched on World AIDS Day on Sunday by Telangana State AIDS Control Society (TSACS) in collaboration with an NGO, AIDS Healthcare Foundation."
"December 01, 2019 15:49 IST",telangana,"Girl students in Adilabad district shun prefab toilets, stick to old ones","  Where should toilets be located in schools, especially those meant for girl students in rural areas? Away from public view is the common sense answer. But toilets in many a school in former united Adilabad district are not being used by girls owing to their mislocation."
"December 01, 2019 00:28 IST",telangana,"Ban sale of liquor on highways, says Uttam"," Telangana Congress has blamed the State government for the rape and death of the veterinary doctor and took objection to the callousness with which the police behaved with the victim’s parents.  TPCC president N. Uttam Kumar Reddy, speaking to the media after a meeting of the core committee of State Congress on Saturday attributed the rape to the increasing liquor sales in the State. He said the government was focussing only on increasing its revenue through liquor and not sensitising people enough. He also demanded that liquor be banned on the highways. "
"December 01, 2019 18:52 IST",telangana,Hyderabad veterinarian rape and murder: Telangana CM orders fast track court to try accused, Chief Minister K. Chandrasekhar Rao has ordered immediate constitution of a fast track court to try the accused in the  . He gave instructions in this regard to officials on Sunday while discussing measures to speed up trial of the case and 
"December 01, 2019 19:00 IST",telangana,Seasonal fevers on the decline in Nizamabad ," The seasonal fevers which were reported in a large number every day till recently are gradually slowing down. On some days there were no reports of dengue cases during November. Official figures said that this season since January, when compared to the last year, the highest number of 550 plus dengue cases were reported. However, the number is very low compared to other districts."
"December 01, 2019 19:04 IST",telangana,RTC chalks out plan for Medaram jatara ," Authorities of the Road Transport Corporation (RTC) here are making elaborate arrangements for smooth conduct of the forthcoming   in Medaram village of Mulugu district. The biennial Medaram  witnesses one of the biggest congregations in the country with approximately one crore people turning up. They join the locals in praying and making offerings to tribal deities Sammakka and Sarakka, who fought against the mighty Kakatiya kings eight centuries ago and sacrificed their lives. "
"December 01, 2019 19:11 IST",telangana,"HIV, AIDS cases on the decline in Karimnagar "," The incidence of People Living with HIV and AIDS (PLHA) in the bifurcated Karimnagar district has come down from 12.07% in 2004-05 to 1.20% now (till October this year), thanks to a slew of awareness programmes undertaken by the district administration over the years."
"December 01, 2019 19:04 IST",telangana,"Dial 100 in case of any emergency, women told "," The city police commissioner V Ravinder asked women to dial 100 in case of any emergency and convey their distress to the police. He said there is need to create awareness among the public regarding the police emergency services. Working to this end, he released a video which is to be shared on social media to create awareness."
"December 01, 2019 19:27 IST",telangana,Karimnagar second in Hawk Eye app use after Hyderabad,"  The Karimnagar Police Commissionerate ranks second after Hyderabad city in the utilisation of Hawk Eye app by the people of the district for safety and security, said Commissioner of Police (CP) V.B. Kamalasan Reddy. "
"December 01, 2019 16:05 IST",telangana,Two Forest Officers drown in Pranahita river on Telangana-Maharashtra border, An early morning reconnaissance of the forest area under their jurisdiction undertaken by three recently recruited forest beat officers (FBO) in Kagaznagar Forest Division of Kumram Bheem Asifabad district turned into a tragedy on Sunday as two of them drowned in Pranahita river flowing on the Inter State border with Maharashtra at Gudem in Chintalamanepalli mandal. The three of them had crossed the bridge on foot to the other side of the border but had boarded a country fishing boat on return journey which capsized mid stream drowning FBOs Banoth Suresh and Munjam Balakrishna.
"December 01, 2019 19:32 IST",telangana,Komaticheruvu gets a suspension bridge," Komaticheruvu, a weekend destination in the district headquarters, has got an added attraction now — a suspension bridge, the second such in the State after Laknavaram in Bhupalpally district.  A three-member team led by ‘Bridge Man of India’ and Padma Shri awardee Girish Bharadwaj got it constructed within three months at a cost of ₹6 crore. The funds were allocated by the municipal authorities. The bridge is 240 metres long with pylon height of 24 metres and width of 1.25 metres, said G. Sudarshan, divisional engineer, Tourism department. "
"December 01, 2019 19:46 IST",telangana,IIT-H placement season starts with a bang, The placement season at the Indian Institute of Technology-Hyderabad (IIT-H) has kicked off in earnest. Around 15 companies have offered as many as 53 jobs at the end of the first slot of recruitment on Sunday. Two more rounds were in progress and more offers expected to land in students’ laps. 
"December 01, 2019 19:51 IST",telangana,Lecturer writes to police seeking gun licence ," One N. Fathima has emailed to the city police commissioner V Ravinder requesting him to grant her a gun licence in view of the increased attacks on women in the State. Ms Fathima, who works at a college in Khammam and stays at Deendayal Nagar in Hanamkonda, said in her email that she was scared to come out. It may be noted that one girl from the same locality was killed a few days ago. Terrified at the incidents, she said she needed a licensed weapon to save herself, particularly while returning home during late hours."
"December 01, 2019 19:59 IST",telangana,"Fresh leaks in Telangana’s Mid Manair Dam reservoir bund, says Congress leader"," TPCC working president Ponnam Prabhakar has alleged that the Mid Manair Dam (Sri Raja Rajeshwara) reservoir had freshly developed leakages, which were posing a threat to the safety of the reservoir. In a statement released here on Sunday, he pointed out that it was the Congress party that had alerted the project authorities about the leakages the reservoir bund had developed following the sudden release of water into the downstream LMD in the last week of August this year after the project received 15 tmc ft of water. "
"December 01, 2019 19:33 IST",telangana,"TDP leader, son join BJP along with followers "," Former MLA and TDP leader Eleti Annapoornamma and her son Mallikarjun Reddy along with their followers from several villages in Balkonda and Armoor Assembly constituencies joined the Bharatiya Janata Party in the presence of Member of Parliament D. Arvind, former MLA Yendala Laxminarayana and party district president Palle Ganga Reddy, here on Sunday."
"December 01, 2019 20:06 IST",telangana,BJP youth leader booked for ‘abusing’ Tollywood actor," Hours after protesting for the Hyderabad rape victim, Ashish Goud, a BJP youth leader and son of former Patancheru MLA Nandeshwar Goud, was booked for sexually abusing a Tollywood actor in the wee hours of Sunday, Madhapur police said. "
"December 01, 2019 20:34 IST",telangana,Former TRS union leader elected BMS State president ," Telangana Boggu Ghani Karmika Sangham (TGBKS) founder president Kengarla Mallaiah, who had joined the Bharatiya Mazdoor Sangh (BMS) recently, was unanimously elected State president of the Singareni Coalmines Karmika Sangh affiliated to BMS."
"December 01, 2019 20:16 IST",telangana,‘Railways poised for major transformation’ , The Indian Railways is poised for a major structural and operational transformation in the next few years with passenger trains slated to be run at 160 kmph in the Mumbai-Delhi-Kolkata sector while freight trains will be run at 100 kmph.
"December 01, 2019 20:18 IST",telangana,Himachal Governor felicitated , Himachal Pradesh Governor Bandaru Dattatreya was felicitated by Yadava Sangham here on Sunday. Mr. Dattatreya was here in city on a private visit to attend to marriage of daughter of former BJP MLA M. Dharma Rao and also for the felicitation.
"December 01, 2019 19:06 IST",telangana,More than just running," On a typical winter Sunday morning, Hyderabadis woke up to the heartwarming sight of 7,000-plus people taking part in a ‘Solidarity Run and Ride’ to boost the morale of para athletes on the eve of World Disability Day (December 3). "
"December 01, 2019 20:07 IST",telangana,Passage of new Revenue Act in Telangana likely to take more time , The passage of the proposed new Revenue Act bringing the administration of all the revenue related activities under one roof is likely to take some more time. Chief Minister K. Chandrasekhar Rao announced his intentions to bring in reforms in the revenue administration couple of months ago stating that there was immediate need to completely revamp the legislations that were outdated and had caused immense loss to the farmers as well as the State government. The officials concerned focused attention on the finer aspects of the new Act and had asked the district collectors to study the situation at the field level and suggest improvements so that they could be incorporated in the new legislation.
"December 01, 2019 20:49 IST",telangana,Unforeseen fallout of strike by RTC employees," Finding tasks to assign to regular staff With the end of the strike by employees of the TS RTC, management is trying to grapple with a host of side-effects it has left.  A curious fallout of the strike is the need to engage the crew who did not have work due to repairs taken up on buses that were damaged on account of poor driving skills of hired drivers during the agitation. For instance, at Kukatpally depot, which is one of the biggest in the State with a fleet of 131 buses, the depot manager has assigned the drivers and conductors the duty of queuing up passengers waiting for buses at bus stops. They were also asked to guide the travelling buses to bus bays. "
"December 01, 2019 21:43 IST",telangana,Adolescent girls want to assert equality , Hundreds of adolescent girls who convened at a convention on ‘Freedom for Girls’ said in unison that free public transportation systems in villages have to improve and government educational institutions have to be established to end gender discrimination and to assert equality.
"December 01, 2019 20:56 IST",telangana,Retirement age of TSRTC staff hiked , Hike in retirement age of RTC staff from 58 to 60 years and payment of salaries due to them for the month of September on Monday and wages for the strike period from October 5 to November 28 in one instalment were among several decisions announced by Chief Minister K. Chandrasekhar Rao at a meeting with a cross-section of them on Sunday. 
"December 01, 2019 23:02 IST",telangana,Tough talk to light hearted banter," Chief Minister K. Chandrasekhar Rao who talked tough throughout the 55-day strike by RTC employees indulged in light-hearted banter at the meeting with the corporation’s staff, inviting peels of laughter in the large hall at his Camp Office. "
"December 01, 2019 01:01 IST",tamil nadu,CMA officials take stock of ongoing projects ," Senior officials from Commissionerate of Municipal Administration (CMA) visited project works undertaken by Vellore City Municipal Corporation (VCMC) on Saturday. The VCMC undertakes various infra projects under Smart City programme of Ministry of Housing and Urban Affairs (MoHUA), Government of India. The projects will focus on key areas, including establishment of an integrated bus stand, construction of underground drainage scheme at an investment of ₹537.37 crore, improvement in water supply and solid waste management project."
"December 01, 2019 00:49 IST",tamil nadu,Draft education policy is retrograde step: Kanimozhi,  A major demonstration was held on Saturday demanding withdrawal of the Draft National Education Policy 2019 as it would deprive the downtrodden sections the right to education and as it was against the concept of federalism. The protest was organised by National Federation of Protection of Education - Tamil Nadu. 
"December 01, 2019 21:07 IST",telangana,"Nearly 25 lakh poor Muslims benefited from 4% quota in TS, AP: Shabbir "," Stating that the prevailing 4% quota for Muslims in jobs and education in the States of Telangana and Andhra Pradesh was the result of a long and hard struggle, Muslim leaders vowed to do what all it takes to protect the quota and thanked every individual and organisation who played a role in getting it."
"December 01, 2019 23:59 IST",telangana,Three corporate offices in city to install free condom dispensers," To prevent the spread of Sexually Transmitted Infections (STI) and other diseases, free condom dispensers would be placed at three corporate offices in Hyderabad as part of a joint initiative of the Telangana State AIDS Control Society (TSACS) and AIDS Healthcare Foundation (AHF)-India. "
"December 01, 2019 00:55 IST",tamil nadu,DMK preventing Tamil Nadu from joining mainstream: Nadda, BJP working president J.P. Nadda hit out at the Dravida Munnetra Kazhagam and the Congress for preventing people of Tamil Nadu from joining the mainstream by pursuing a politics of “sectarianism”.  Mr. Nadda was speaking at an event in Tiruvallur district where he laid the foundation stone for party offices in 15 districts of the State. 
"December 01, 2019 00:51 IST",tamil nadu,"Govt. signs pacts with BYD, eight others "," The Tamil Nadu government on Saturday signed nine Memoranda of Understanding (MoUs) with an investment commitment of ₹5,027 crore, with a potential to provide 20,351 jobs. The main investment is from China’s auto and electronics major BYD."
"December 01, 2019 01:27 IST",tamil nadu,‘₹5 crore more to Tamil Nadu Trust for Children Affected by AIDS’," Chief Minister Edappadi K. Palaniswami on Saturday said the State government has allotted an additional fund of ₹5 crore for the Tamil Nadu Trust for Children Affected by AIDS for 2019-2020.  Through this, 1,000 more children were receiving nutritional food and educational assistance."
"December 01, 2019 01:30 IST",tamil nadu,MTC directed to pay ₹21.99 lakh to kin of accident victim," The Tamil Nadu Motor Accidents Claims Tribunal, Chennai has directed Tamil Nadu Metropolitan Transport Corporation Ltd. (MTC) to pay ₹21.99 lakh as compensation to family of an 23-year old engineer who died in a road accident in 2009, while travelling in the MTC bus. "
"December 01, 2019 01:22 IST",tamil nadu,"Rain lashes Chennai, several coastal districts; more in store", Many parts of the State including Chennai received steady rain on Saturday leaving several of the 471 bus route roads in the city waterlogged. Neighbourhoods of East Coast Road and Rajiv Gandhi Salai were flooded. 
"December 01, 2019 01:24 IST",tamil nadu,Madras High Court comes to rescue of real life ‘Encounter Ekambaram’," In an unusual reversal of real life imitating celluloid, a soft hearted policeman, much like Vadivelu as the iconic ‘Encounter Ekambaram’ in the 2007 Arjun-starrer  was cleared of charges of indiscipline by a bench of the Madras High Court earlier this week."
"December 01, 2019 01:29 IST",tamil nadu,Credai launches women’s wing," With an aim to bring together women developers and provide them with opportunities to develop personally and professionally, Credai has recently launched a women’s wing. The Credai Women Wing will provide a networking forum and create an incubation programme to encourage more active women participation in the real estate industry. "
"December 01, 2019 01:29 IST",tamil nadu,Panchayat polls in Tamil Nadu: Building democracy from the bottom up," After years of delays, elections to local bodies in Tamil Nadu are finally on the horizon. Barring any ‘last-minute dramatic development’, the polls will be held in a month or so.  But there were many such developments in the last three years, preventing the local body polls from being conducted in the State. "
"December 01, 2019 03:22 IST",tamil nadu,"Demand for skilled labour may touch five lakh, says study "," Tamil Nadu will have an incremental skilled labour demand of around 5.34 lakh in the short term during the period of 2019-2021 and 7.99 lakh in the long term during 2022-2025 in various sectors, according to the Skill Gap Assessment and Action Plan report released by Chief Minister Edappadi K. Palaniswami on Saturday."
"December 01, 2019 01:31 IST",tamil nadu,A memorable reunion marks 10 years of DATRI," It was an emotional and joyous gathering of blood stem cells donors and recipients who survived diseases like thalassemia. The father of a six-year-old child from Maharashtra, who underwent stem cells transplant, said that his family’s joy knew no bounds when they identified a donor through DATRI. The donors, who shared their experience, explained how the procedure was easy and not painful. "
"December 01, 2019 01:31 IST",tamil nadu,Chennai Collector urges banks to provide loans to fishermen," Chennai District Collector R. Seethalakshmi has requested banks to explore the possibility of providing loans for the fishing community.  She was speaking at the district consultative committee meeting after launching the Potential Linked Credit Plan (PLP) 2020-21 prepared by the National Bank for Agriculture and Rural Development (Nabard) for Chennai district. S. Chandra Mouli, District Development Manager, Nabard, said that the total credit potential under the priority sector for the district had been estimated at ₹5,683.98 crore for the financial year 2020-21 which is ₹284 crore more than the previous projections made by the apex bank. "
"December 01, 2019 03:43 IST",tamil nadu,DMK chief slams State Election Commission, DMK president M.K. Stalin on Saturday alleged that the functioning of the State Election Commission lacked transparency and it failed to act on the demands on proper delimitation of local bodies before conducting the elections.
"December 01, 2019 23:45 IST",tamil nadu,SDRF personnel deputed to seven districts to tackle rain-related calamities: Minister," Personnel from the Tamil Nadu State Disaster Response Force (SDRF) have been deputed to seven districts across the State in view of the heavy rains, Revenue Minister R.B. Udhayakumar said in Chennai on Sunday. "
"December 01, 2019 11:08 IST",tamil nadu,"Heavy rain lashes Thoothukudi, train movement hit"," Heavy rain in Thoothukudi district has inundated several residential areas and railway tracks. Trains could not enter the Thoothukudi railway station following flooding of tracks on Sunday. Although it has been raining for two days, residents said that the showers intensified on Saturday evening, leaving pedestrians and motorists stranded on the road."
"December 01, 2019 15:39 IST",tamil nadu,Tamil Nadu to get widespread rainfall for two more days," For the next 48 hours, Tamil Nadu is likely to get widespread rainfall, with extreme heavy rainfall expected in some districts like Ramanathapuram, Thoothukudi, Vellore, Tiruvannamalai, Thiruvallur and Tirunelveli on Monday."
